ID,Timestamp,Team,Meeting,Setting,Comment
P55,11:23:00,T12,First,Online,"there are two, the one on page 4 seems interesting and not too difficult imho"
P55,11:25:00,T12,First,Online,the satellite simulation one
P55,11:26:00,T12,First,Online,what do you guys think
P54,12:26:00,T12,First,Online,seems pretty difficult with using Blender and that
P54,11:34:00,T12,First,Online,what do you think of the very last one
P55,11:34:00,T12,First,Online,fair enough
P54,11:34:00,T12,First,Online,seems like a pretty easy concept
P54,11:34:00,T12,First,Online,just have to make it on mobile
P55,11:34:00,T12,First,Online,seems reasonable but by cross-platform they might mean ios too
P54,11:34:00,T12,First,Online,yeah true
P54,11:34:00,T12,First,Online,dont have to pick today thank god
P54,11:35:00,T12,First,Online,can go over it more after today
P54,11:35:00,T12,First,Online,We should discuss the questions below now
P54,11:35:00,T12,First,Online,lets pick page 18 to talk about
P55,11:35:00,T12,First,Online,fairs
P55,11:35:00,T12,First,Online,also we can develop ios apps without paying but won't be able to publish them i think
P56,11:35:00,T12,First,Online,The objectives of project pg.18 is clearly defined we can use that as our milets
P56,11:35:00,T12,First,Online,stones
P55,11:36:00,T12,First,Online,"yup, success would be defined in doing at least the first three"
P56,11:36:00,T12,First,Online,We're just going to pick a couple questions since we'll leave soon
P56,11:37:00,T12,First,Online,Let's discuss 6)
P54,11:37:00,T12,First,Online,Learning to develop an app would be an obstacle
P55,11:37:00,T12,First,Online,was about to say
P55,11:40:00,T12,First,Online,maybe creating two different experiences for the centre and users?
P56,11:40:00,T12,First,Online,I personally think
P56,11:40:00,T12,First,Online,"POTENTIAL PROBLEMS Last year's student app development project was a success for us, but not without some hiccups from which lessons have been drawn. (1) We must agree full IP assignment to the Trust. (2) The app, and all data generated from it, must be hosted securely on the Trust's own servers. (Last year's turnstile app lost function and data records for several months when a third party server licence went unrenewed and contact could not be made with the developers). (3) The Trust should be given complete source code for future maintenance/ adaptation/ development/ replication. (4) The App should be operational in full compliance with GDPR regulations."
P54,11:45:00,T12,First,Online,I concur
P55,11:45:00,T12,First,Online,damn
P55,11:45:00,T12,First,Online,gdpr and security are big ones
P54,11:47:00,T12,First,Online,yeah true
P54,11:47:00,T12,First,Online,So what keeps us up at night about this?
P54,11:47:00,T12,First,Online,GDPR defo keeps me up at night
P56,11:48:00,T12,First,Online,Whether or not we'll get the project
P54,11:48:00,T12,First,Online, :S- 
P55,11:48:00,T12,First,Online,turning over the source code won't be too difficult
P55,11:49:00,T12,First,Online,"we'd need access to the servers ofc, not sure how to go about that"
P55,11:49:00,T12,First,Online,as said above
P54,11:49:00,T12,First,Online,I'm passionate about young people aged 13-30 gaining the confidence and skills they require to fulfil their potential in life
P55,11:50:00,T12,First,Online,deffo concur sean
P56,11:50:00,T12,First,Online, (y) 
P55,11:50:00,T12,First,Online,what are our personal passions about this project
P55,11:51:00,T12,First,Online,damn i didn't even see your message sean lmao
P55,11:51:00,T12,First,Online, :S- 
P54,11:52:00,T12,First,Online,"OK I want to go to lunch, anything else you want to say?"
P55,11:52:00,T12,First,Online,i guess we're done?
P55,11:53:00,T12,First,Online,lmao fairs
P54,11:53:00,T12,First,Online, (y) 
P56,11:53:00,T12,First,Online,Think we done
P55,11:54:00,T12,First,Online,so the football one is our third choice?
P54,11:54:00,T12,First,Online,Think so
P54,11:54:00,T12,First,Online,seems easy
P55,11:54:00,T12,First,Online,sounds good
P56,11:54:00,T12,First,Online,NICE
P55,11:54:00,T12,First,Online,sweet
P55,11:54:00,T12,First,Online,see you guys next week i suppose lmao
P54,11:54:00,T12,First,Online,yep see you then
P56,11:55:00,T12,First,Online, :D 
P44,13:01:37,T10,First,Online,what are we supposed to talk about then?
P45,13:01:47,T10,First,Online,How do we define success 
P44,13:02:55,T10,First,Online,haha
P44,13:05:49,T10,First,Online,"ok, this is a bit generic"
P44,13:05:57,T10,First,Online,but lets give it a go
P44,13:05:59,T10,First,Online,success is when there is nothing else to do
P44,13:06:05,T10,First,Online,so it is never really attainable but you can get close to it
P46,13:07:36,T10,First,Online,Well to me success of the project start with successfully being assigned to a team where the team members seem to care and work hard (enough) :D
P45,13:07:41,T10,First,Online,Getting a good grade would be nice as well
P46,13:07:43,T10,First,Online,"Yeah but without too much stressful, i.e. we meet the deadlines in the meantime etc."
P46,13:07:45,T10,First,Online,*stress
P45,13:07:50,T10,First,Online,If the project doesn't succeed I think the implications are clear
P46,13:07:51,T10,First,Online,What do you mean?
P45,13:07:55,T10,First,Online,That we're either not very motivated or smart 
P45,13:08:30,T10,First,Online,Whichever you choose 
P46,13:08:35,T10,First,Online,I don't think these projects require you to be smart tbh
P45,13:08:38,T10,First,Online,Then motivated 
P46,13:08:47,T10,First,Online,I guess this is gonna be a dialogue then
P45,13:08:49,T10,First,Online,A dialogue is better than a monologue 
P45,13:08:52,T10,First,Online,What do you think are the key milestones?
P47,13:09:01,T10,First,Online,"I don't quite understand what they mean by , why is this problem so important.."
P47,13:09:07,T10,First,Online,*project
P47,13:09:18,T10,First,Online,We don't even know our topic
P47,13:09:40,T10,First,Online,Key milestones? To have a prototype before Christmas
P47,13:09:46,T10,First,Online,And then presenting the product to the client maybe
P45,13:09:53,T10,First,Online,Let's just pick one from the list 
P47,13:10:01,T10,First,Online,What are important milestones for you?
P47,13:10:03,T10,First,Online,Hi
P45,13:10:11,T10,First,Online,Same as you said 
P45,13:10:12,T10,First,Online,You like the charity project?
P47,13:10:28,T10,First,Online,IDK there is a couple
P47,13:10:31,T10,First,Online,The image processing one sounds fine
P45,13:10:46,T10,First,Online,Let's focus on it then
P47,13:10:56,T10,First,Online,What are the most important decisions to be made?
P45,13:11:04,T10,First,Online,How to implement it in the most efficient way and what role will each of us have in the first place
P47,13:11:39,T10,First,Online,Yeah and I think only bad communication can prevent us from making bad decisions
P45,13:11:44,T10,First,Online,Prevent?
P47,13:12:04,T10,First,Online,Bad decisions are a great learning experience
P47,13:12:18,T10,First,Online,Lol that was a typo
P45,13:17:21,T10,First,Online,That's why we should probably focus on communication between ourselves 
P45,13:20:55,T10,First,Online,And the customer 
P47,13:21:47,T10,First,Online,Yeah my mum told me that usually the hardest part
P47,13:22:03,T10,First,Online,Since the customer often does not know how programming works
P47,13:22:52,T10,First,Online,Or has idea that won't work in practice
P47,13:22:55,T10,First,Online,And it's our task to give them last popsci explanation of why something is not realisable
P47,13:22:59,T10,First,Online,*the
P45,13:23:13,T10,First,Online,The problem is that we might not know either 
P47,13:23:15,T10,First,Online,Well I think we kind of do
P47,13:23:20,T10,First,Online,The details we can research
P45,13:23:45,T10,First,Online,Hopefully we do
P45,13:24:09,T10,First,Online,What risks are we willing to take?
P47,13:24:47,T10,First,Online,But often people have ideas
P47,13:24:58,T10,First,Online,But can make them precise
P47,13:25:07,T10,First,Online,Can't*
P47,13:25:22,T10,First,Online,As riskfree as possible?
P47,13:25:25,T10,First,Online,Try to get done everything as soon as possible?
P47,13:25:43,T10,First,Online,Always be super nice and accommodating to the customer
P45,13:25:47,T10,First,Online,I think they're asking what risks we're willing to take to make the project successful 
P45,13:26:11,T10,First,Online,All the risks
P47,13:27:08,T10,First,Online,Why does it need to be risks
P47,13:27:38,T10,First,Online,We just go safe lol
P47,13:27:38,T10,First,Online,The question is not precise imo
P45,13:27:38,T10,First,Online,Yeah true
P45,13:27:45,T10,First,Online,What keeps me up at night about this is that I need a good grade
P47,13:27:55,T10,First,Online,We should always fcusf on keeping the customer up to date
P47,13:28:09,T10,First,Online,Running after them to make sure they know what's up
P47,13:28:10,T10,First,Online,And involving them in the most important changes
P47,13:28:40,T10,First,Online,Yeah and we all have to work hard
P45,13:28:56,T10,First,Online,You're right
P47,13:29:06,T10,First,Online,Otherwise everyone is screwed
P45,13:29:12,T10,First,Online,So my personal passion about this is making something actually working 
P45,13:29:15,T10,First,Online,What topics haven't we discussed?
P47,13:29:18,T10,First,Online,I want sth interesting otherwise it will feel like a chore every Wednesday
P45,13:29:33,T10,First,Online,We'll pick something interesting 
P47,13:29:50,T10,First,Online,And get an A1
P45,13:30:22,T10,First,Online,I'm fine with an A5
P47,13:30:35,T10,First,Online,Reach for the Stars
P45,13:30:41,T10,First,Online,I'm the only one here now
P45,13:31:05,T10,First,Online,Yay
P42,13:31:08,T9,First,Online,ur mom keeps me up at night😍
P42,13:31:14,T9,First,Online,I am this projects greatest assets
P41,13:31:18,T9,First,Online,"Most of these questions are hard to answer at this stage of the project since we don't have a project yet. 
"
P43,13:31:29,T9,First,Online,"I think the key milestones are gathering initial requirements, design/planning, implementation, QA, and upkeep. Repeat the steps, for further development."
P42,13:31:40,T9,First,Online,yes those sound good 👍
P42,13:31:40,T9,First,Online,proud of u
P42,13:31:44,T9,First,Online,I'd rather not discuss ur mom
P42,13:32:02,T9,First,Online,got em
P42,13:32:32,T9,First,Online,I like trains
P43,13:32:43,T9,First,Online,controversial opinion
P39,13:32:58,T9,First,Online,"The Objective, is not to fail the project in order to progress to 4th year.
Success is defined as the opposite of failure :dabBlob:"
P41,13:33:07,T9,First,Online,Success = Happy and satisfied customer.
P43,13:34:08,T9,First,Online,this is the minimum of happiness we need to achieve -> 😺
P43,13:34:32,T9,First,Online,If the project doesn't succeed 😟😡
P41,13:34:40,T9,First,Online,"I agree, that would be very😟
"
P39,13:34:43,T9,First,Online,"I share your views man, here is a video that helps narrow the chances of failing https://www.youtube.com/watch?v=dQw4w9WgXcQ"
P43,13:34:57,T9,First,Online,"I will never give up on this project 👍👍👍
"
P59,13:01:00,T13,First,Online,Anyone make it into the chat?
P59,13:01:00,T13,First,Online, :o.O 
P60,13:02:00,T13,First,Online,:|
P58,13:05:00,T13,First,Online,OLE
P62,13:05:00,T13,First,Online,Ohhh
P60,13:05:00,T13,First,Online,Hhh?
P62,13:06:00,T13,First,Online,Now it works apparently
P58,13:07:00,T13,First,Online,wow
P58,13:07:00,T13,First,Online,if I put my name as
P58,13:07:00,T13,First,Online,HHHH
P58,13:07:00,T13,First,Online,it works
P58,13:07:00,T13,First,Online,HAHA
P60,13:07:00,T13,First,Online,Interesting stuff
P60,13:07:00,T13,First,Online,Hhh?
P58,13:08:00,T13,First,Online,You know what the problem might be
P58,13:08:00,T13,First,Online,I checked the PLAN
P58,13:08:00,T13,First,Online,this chatroom is on
P58,13:08:00,T13,First,Online,it allows only 4 seats
P62,13:08:00,T13,First,Online,And?
P62,13:08:00,T13,First,Online,Haha :D 
P60,13:09:00,T13,First,Online,Well
P60,13:09:00,T13,First,Online,I can make room for someone else :)
P58,13:09:00,T13,First,Online,so probably one more can join in
P62,13:09:00,T13,First,Online,And are we supposed to just discuss the projects over here?
P58,13:09:00,T13,First,Online,yeah
P58,13:09:00,T13,First,Online,pretty much what we did last time
P58,13:10:00,T13,First,Online,but you guys didnt make it
P62,13:10:00,T13,First,Online,But this is just chat only yeah?
P62,13:10:00,T13,First,Online,I know :( 
P58,13:10:00,T13,First,Online,so this should be new
P58,13:10:00,T13,First,Online,have a look at the projects
P58,13:10:00,T13,First,Online,skim them through
P58,13:10:00,T13,First,Online,pick out like 4 that both of you find interesting at first glance
P58,13:10:00,T13,First,Online,doesnt have to be the ones we already saw
P62,13:11:00,T13,First,Online,Right
P58,13:11:00,T13,First,Online,lets give ourselves like
P58,13:11:00,T13,First,Online,7 mins
P60,13:12:00,T13,First,Online,Sure man
P58,13:12:00,T13,First,Online,"also, refer to the questions on the left, they were quite helpful last time in shortlisting projects"
P58,13:17:00,T13,First,Online,alright guys 3 more mins and then lets list the projects we found the best
P58,13:20:00,T13,First,Online,all done?
P60,13:21:00,T13,First,Online,I was thinking there's a plus with the first one
P60,13:22:00,T13,First,Online,"Them doing development already would make it a lot easier to communicate, right?"
P58,13:22:00,T13,First,Online,"Yeah but it would also limit our choices of langauges, frameworks etc"
P58,13:22:00,T13,First,Online,its not 
P58,13:22:00,T13,First,Online,a bad project
P62,13:23:00,T13,First,Online,That's true
P60,13:23:00,T13,First,Online,Good point
P58,13:23:00,T13,First,Online,"seems pretty good, getting people active"
P60,13:23:00,T13,First,Online,"For the second one, I thought it'd be too much to involve neural nets already"
P58,13:24:00,T13,First,Online,"from the info i guess what they want is just a questionnaire app, that stores and analysis user data"
P62,13:24:00,T13,First,Online,Do you mean for the first project Jawad?
P60,13:24:00,T13,First,Online,"Sorry, let's stick with the first one :)"
P58,13:25:00,T13,First,Online,"yeah we discussed the nueral network project, seemed like it would require a HUGE amount of effort on our part"
P62,13:25:00,T13,First,Online,"Yeah, most likely"
P58,13:25:00,T13,First,Online,"yeah, wasnt Ole talking about the first one"
P58,13:25:00,T13,First,Online,"Jan, which one did you like the most"
P60,13:25:00,T13,First,Online,I changed too soon
P62,13:26:00,T13,First,Online,"To me, I really liked the first project at the first glance"
P62,13:27:00,T13,First,Online,"But then when I read it again, it seems to be more hci oriented and would mostly revolve around designing an aesthetically pleasing interface and data visualisation "
P62,13:27:00,T13,First,Online,So not that challenge and definitely not a challenge I am looking for
P60,13:27:00,T13,First,Online,Yep :/
P58,13:27:00,T13,First,Online,haha running away from HCI
P62,13:27:00,T13,First,Online,So true haha :D 
P60,13:27:00,T13,First,Online,OBASHI tho?
P62,13:28:00,T13,First,Online,Let me have a look
P60,13:28:00,T13,First,Online,Might also be too HCI
P58,13:28:00,T13,First,Online,Obashi was actually my first choice
P58,13:28:00,T13,First,Online,it involves some encryption learning 
P58,13:29:00,T13,First,Online,and is kind of challenging without being overwhelming
P62,13:29:00,T13,First,Online,Yes
P58,13:29:00,T13,First,Online,it was one of the shortlisted ones
P62,13:29:00,T13,First,Online,I like that project a lot
P62,13:29:00,T13,First,Online,"yeah, we discussed it a bit in the lab on wednesday"
P62,13:29:00,T13,First,Online,Also I like the idea of it
P62,13:30:00,T13,First,Online,It would require some form of pic to text conversion and then the actual process of decrypting the data
P58,13:30:00,T13,First,Online,exactly
P58,13:30:00,T13,First,Online,would allow us to work with different challenges
P62,13:30:00,T13,First,Online,And the whole idea that your phone is going to be the key to decrypting it is quite appealing :) 
P58,13:31:00,T13,First,Online,"but keep in mind, Matus isnt tooo fond of it"
P62,13:31:00,T13,First,Online,"Yes, and I can imagine, it still would be perfectly doable "
P62,13:31:00,T13,First,Online,Oh really?
P58,13:31:00,T13,First,Online,Ivelina is okay with it
P62,13:31:00,T13,First,Online,Hmm
P58,13:31:00,T13,First,Online,also
P62,13:31:00,T13,First,Online,And how about you Jawad and the Sports project?
P58,13:31:00,T13,First,Online,check out the sportslab
P58,13:32:00,T13,First,Online,"yeah Im okay with it, the only problem I had with the project is"
P58,13:32:00,T13,First,Online,"seems simple, idk I cant see where the crazy challenge might be, but I could be wrong"
P58,13:32:00,T13,First,Online,Ole? what do you think as well
P60,13:32:00,T13,First,Online,I did like the sports one :)
P60,13:33:00,T13,First,Online,Seems very managable
P62,13:34:00,T13,First,Online,it's true that the greatest challenge would be to do the math correctly and produce an accurate result
P58,13:34:00,T13,First,Online,"so its like pros and cons, sports is simpler probably easier and involved with quite a reputable client"
P60,13:34:00,T13,First,Online,"Maths is easy, no worries!"
P58,13:34:00,T13,First,Online,"plus its sports, we're all into it"
P62,13:34:00,T13,First,Online,"I think that between the sportslab and obashi, obashi is going to be more challenging "
P60,13:35:00,T13,First,Online,Agreed
P58,13:35:00,T13,First,Online,yeah
P58,13:35:00,T13,First,Online,for me its still pretty much
P58,13:35:00,T13,First,Online,Obashi > SportsLab
P62,13:35:00,T13,First,Online,"I know math is easy, it will just be interesting to put all the features together "
P58,13:35:00,T13,First,Online, :D 
P60,13:35:00,T13,First,Online,:D
P62,13:35:00,T13,First,Online,I see :D 
P58,13:36:00,T13,First,Online,"but both of them are great, wouldnt mind doing either of them"
P58,13:36:00,T13,First,Online,need to talk to the clients
P60,13:36:00,T13,First,Online,I feel the same way on that
P62,13:36:00,T13,First,Online,true :) 
P58,13:36:00,T13,First,Online,its like
P58,13:36:00,T13,First,Online,theres a larger risk with obashi
P62,13:36:00,T13,First,Online,And how about the other ones you shortlisted?
P58,13:36:00,T13,First,Online,but a larger reward
P62,13:36:00,T13,First,Online,"high risk, high reward ;)"
P58,13:36:00,T13,First,Online,and the opposite with sports lab
P60,13:37:00,T13,First,Online,"Hm, is the reward indirect?"
P60,13:37:00,T13,First,Online,Do we benefit in concrete ways?
P58,13:37:00,T13,First,Online,reward is pretty much the satisfaction
P58,13:37:00,T13,First,Online,of doing it
P58,13:37:00,T13,First,Online, :D 
P60,13:37:00,T13,First,Online,I'd be careful then :D
P62,13:37:00,T13,First,Online,Well said my friend :D 
P62,13:38:00,T13,First,Online,It would be a greater achievement to successfully complete a more complex project :) 
P58,13:38:00,T13,First,Online,although
P58,13:38:00,T13,First,Online,we wont be judged
P58,13:38:00,T13,First,Online,on the COMPLEXITY
P58,13:38:00,T13,First,Online,of our projects
P58,13:38:00,T13,First,Online,just how good we do them
P58,13:38:00,T13,First,Online,sooooooooo
P58,13:38:00,T13,First,Online,theres that
P58,13:38:00,T13,First,Online, :D :D :D :D
P62,13:39:00,T13,First,Online,"Yeah, but to me my personal satisfaction is an important factor :D  "
P60,13:39:00,T13,First,Online,I like good grades ;)
P60,13:39:00,T13,First,Online,"But yeah, there's that :)"
P62,13:39:00,T13,First,Online,So I would rather stay away from all the hci bs :D 
P58,13:39:00,T13,First,Online,well to be fair
P58,13:39:00,T13,First,Online,obashi would invovle
P58,13:39:00,T13,First,Online,quite a bit of HCI
P58,13:39:00,T13,First,Online,so would sports
P62,13:39:00,T13,First,Online,I doubt that the five of us won't be able to handle a greater challenge ;) 
P60,13:40:00,T13,First,Online,Of course :D
P62,13:40:00,T13,First,Online,"Well all of the projects would to a certain extent, but these two are not built on it :) "
P58,13:40:00,T13,First,Online,yes lets leave all the projects
P58,13:40:00,T13,First,Online,program a spacecraft
P58,13:40:00,T13,First,Online,whos with me
P58,13:40:00,T13,First,Online, ;) 
P62,13:40:00,T13,First,Online,+
P62,13:41:00,T13,First,Online,haha :D 
P58,13:41:00,T13,First,Online,alright so I guess
P58,13:41:00,T13,First,Online,what we take from today is
P58,13:41:00,T13,First,Online,Ole : Sports > Obashi
P60,13:41:00,T13,First,Online,Yee
P58,13:41:00,T13,First,Online,Jan : Obashi > Sports
P62,13:41:00,T13,First,Online,right 
P58,13:41:00,T13,First,Online,Jawad : Obashi > Sports
P58,13:41:00,T13,First,Online,we know that for Matus
P58,13:42:00,T13,First,Online,Sports > Obashi
P62,13:42:00,T13,First,Online,So it's 2v2 now :D
P58,13:42:00,T13,First,Online,and Invelina is pretty much Sports == Obashi
P62,13:42:00,T13,First,Online,Ivelina has to decide haha :D 
P62,13:42:00,T13,First,Online,Ohhhhh :D 
P58,13:42:00,T13,First,Online,yep
P60,13:42:00,T13,First,Online,Damnit Inveline :D
P62,13:42:00,T13,First,Online,So we got nowhere :D 
P58,13:42:00,T13,First,Online,no
P58,13:42:00,T13,First,Online,see
P62,13:42:00,T13,First,Online,Decide nooooooooow :D 
P58,13:42:00,T13,First,Online,what we gave done is
P60,13:42:00,T13,First,Online,Flip coin?
P60,13:42:00,T13,First,Online,Rock paper scissors? :D
P58,13:42:00,T13,First,Online,put it on Ivelina
P60,13:42:00,T13,First,Online,Aah
P62,13:43:00,T13,First,Online,Or don't do any of them and find sth else :D 
P62,13:43:00,T13,First,Online,Alright guys
P60,13:43:00,T13,First,Online,So we all agree?
P62,13:43:00,T13,First,Online,Shall we finish it here? :) 
P60,13:43:00,T13,First,Online,Invelina takes one for the team? :D
P58,13:43:00,T13,First,Online,"yeah, for now"
P58,13:43:00,T13,First,Online,Obashi and Sports
P58,13:43:00,T13,First,Online,are top
P58,13:43:00,T13,First,Online,we can discusss others in detail later
P62,13:43:00,T13,First,Online,And let the final decision to be made when we meet in person? 
P58,13:43:00,T13,First,Online,and if it comes down to it
P62,13:44:00,T13,First,Online,yh
P58,13:44:00,T13,First,Online,we will be evil and make Ivelina choose
P60,13:44:00,T13,First,Online,Cool :D
P62,13:44:00,T13,First,Online,Haha :D 
P62,13:44:00,T13,First,Online,The pressure is on :D 
P60,13:44:00,T13,First,Online,(Y)
P60,13:44:00,T13,First,Online,:(
P58,13:44:00,T13,First,Online,thats great work
P58,13:44:00,T13,First,Online,time to say goodbye
P60,13:44:00,T13,First,Online,Yee
P60,13:44:00,T13,First,Online,Sayonara
P62,13:44:00,T13,First,Online,right
P62,13:45:00,T13,First,Online,ty guys and cya around 
P58,13:45:00,T13,First,Online, :-Z 
P62,13:45:00,T13,First,Online, <-^ 
P63,12:11:56,T14,Second,Online,"What about writing all the testing stuff? I understood the material covered in OOSE2 well enough, but I'm not very good at the actual implementation."
P63,12:11:56,T14,Second,Online,"6. Have we changed the structure of the team yet? If so, how and why?"
P63,12:11:56,T14,Second,Online,"Except from reassigning Hassan's roles, there's been no need to change the structure. Are either of you unhappy with your roles?"
P66,12:11:56,T14,Second,Online,"I'm happy with our assigned roles too. I think we work well as a team. How about you Bekah?
"
